status,line,reason,raw_row
adjusted,1,"Invalid date -> today used","Date | Vehicle No | Bilty | Distribution | City | Bags | Amount | Company Rate | NPL Rate | Market rate | Date | Paid | Fuel Ltr | Fuel | To pay | Bilty Comm | Reciving Pay | Date |  |  | Payment | Detail | Final Balance | Fixed Cost | Dedicated Balance | ss |  | Fixed Cost | sdd | Ledger | "
adjusted,194,"Invalid freight -> 0 used","17-Jan-2026 | AE-0646 | 420 | AL Noor Pf | Haji Aslam Gojra | 200 | Paid | 18,917 | 22,739 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,195,"Invalid freight -> 0 used","17-Jan-2026 | AE-0646 | 421 | AL Noor Pf | Insaf F Phalia to Tariqabad | 200 | Paid | 19,109 | 22,739 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,196,"Invalid freight -> 0 used","17-Jan-2026 | KBA-9551 | 422 | AL Noor Pf | AL Hayat F Phalia to 8km | 400 | Paid | 34,051 | 40,873 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,197,"Invalid freight -> 0 used","17-Jan-2026 | TAH-235 | 423 | Saqib Khan PF | Chak 31 LHR Rd | 200 | Paid | 17,198 | 19,109 | 33,000 |  |  |  |  |  |  |  |  |  |  |  |  | 33,000 |  |  |  |  |  |  |  | "
adjusted,198,"Invalid freight -> 0 used","17-Jan-2026 | TKH-235 | 424 | Jasik Pf | Al Karam F 92 Mor | 200 | Paid | 20,064 | 20,064 |  |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,199,"Invalid freight -> 0 used","17-Jan-2026 | P-6836 | 425 | AL Noor Pf | Humayyoun F Kuthyala Sheikhan | 400 | Paid | 40,930 | 40,930 | 36,000 |  |  |  |  |  |  |  |  |  |  |  |  | 36,000 |  |  |  |  |  |  |  | "
adjusted,200,"Invalid freight -> 0 used","17-Jan-2026 | XA-787 | 426 | R CO Layer | 75 Lokri Nr 33 Phatak | 400 | Paid | 34,396 | 24,077 | 25,000 |  |  |  |  |  |  |  |  |  |  |  |  | 25,000 |  |  |  |  |  |  |  | "
adjusted,201,"Invalid freight -> 0 used","17-Jan-2026 | LES-7514 | 427 | AL Noor Pf | Isa F Phalia to 5km | 200 | Paid | 27,707 | 27,707 | 44,000 |  |  |  |  |  |  |  |  |  |  |  |  | 44,000 |  |  |  |  |  |  |  | "
adjusted,202,"Invalid freight -> 0 used","17-Jan-2026 | LES-7514 | 428 | AL Noor Pf | Cattle F Phalia to 4KM | 200 | Paid | 27,707 | 27,707 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,203,"Invalid freight -> 0 used","17-Jan-2026 | SGH-7691 | 429 | AL Noor Pf | AL Haq F Bhikhi Shareef | 200 | Paid | 18,917 | 18,917 | 43,000 |  |  |  |  |  |  |  |  |  |  |  |  | 43,000 |  |  |  |  |  |  |  | "
adjusted,204,"Invalid freight -> 0 used","17-Jan-2026 | SGH-7691 | 430 | AL Noor Pf | AL Madina F Kuthyala Sheikhan | 200 | Paid | 27,707 | 27,707 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,205,"Invalid freight -> 0 used","17-Jan-2026 | TKS-903 | 431 | AL Noor Pf | Badshah Pur Malakwal | 400 | Paid | 34,051 | 34,051 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,206,"Invalid freight -> 0 used","19-Jan-2026 | P-3495 | 432 | CH Imran Pf | Chak 80 LHR Rd | 200 | Paid | 20,064 | 15,287 | 26,000 |  |  |  |  |  |  |  |  |  |  |  |  | 26,000 |  |  |  |  |  |  |  | "
adjusted,207,"Invalid freight -> 0 used","19-Jan-2026 | P-3495 | 433 | CH Imran Pf | Chak 88 LHR Rd | 200 | Paid | 13,376 | 13,376 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,208,"Invalid freight -> 0 used","19-Jan-2026 | TAB-126 | 434 | Talha Pf | Hamza & Talha 16 Wali Jhal | 200 | Paid | 15,287 | 17,198 | 33,000 |  |  |  |  |  |  |  |  |  |  |  |  | 33,000 |  |  |  |  |  |  |  | "
adjusted,209,"Invalid freight -> 0 used","19-Jan-2026 | TAB-126 | 435 | Farooqa Pf | Farooqa Nr Wajuka | 200 | Paid | 20,064 | 20,064 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,210,"Invalid freight -> 0 used","19-Jan-2026 | LXT-6965 | 436 | SP Mubashar Pf | Chak 84 Nr 92 Mor | 400 | Paid | 36,115 | 36,115 | 31,000 |  |  |  |  |  |  |  |  |  |  |  |  | 31,000 |  |  |  |  |  |  |  | "
adjusted,211,"Invalid freight -> 0 used","19-Jan-2026 | TAH-516 | 437 | Sohail Alpa | Unit 4 Chak 87 LHR Rd | 400 | Paid | 24,077 | 24,077 | 25,000 |  |  |  |  |  |  |  |  |  |  |  |  | 25,000 |  |  |  |  |  |  |  | "
adjusted,212,"Invalid freight -> 0 used","19-Jan-2026 | Z-6156 | 438 | Sohail Alpa | Kareema F Chak 8 Bhalwal | 400 | Paid | 36,976 | 36,976 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,213,"Invalid freight -> 0 used","19-Jan-2026 | LES-7550 | 439 | Ali Network Pf | 7 Star Pump Wali Pull 92 Mor | 200 | Paid | 20,064 | 20,064 | 34,000 |  |  |  |  |  |  |  |  |  |  |  |  | 34,000 |  |  |  |  |  |  |  | "
adjusted,214,"Invalid freight -> 0 used","19-Jan-2026 | LES-7550 | 440 | Ali Network Pf | AL Abbas F Chohal Pull | 200 | Paid | 20,064 | 20,064 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,215,"Invalid freight -> 0 used","19-Jan-2026 | SGL-7788 | 441 | Talha Pf | Ittefaq f Chak 34 Bhatta Chowk | 200 | Paid | 13,376 | 15,287 | 31,000 |  |  |  |  |  |  |  |  |  |  |  |  | 31,000 |  |  |  |  |  |  |  | "
adjusted,216,"Invalid freight -> 0 used","19-Jan-2026 | SGL-7788 | 442 | Talha Pf | Unique F Sakesar Bar Lak Mor | 200 | Paid | 17,198 | 17,198 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,217,"Invalid freight -> 0 used","19-Jan-2026 | SGI-499 | 443 | Nasyial Pf | Wadi.e.Soon 4 Stop | 200 | To Pay | 39,117 | 38,217 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,218,"Invalid freight -> 0 used","19-Jan-2026 | TAB-782 | 444 | CH Zeeshan Pf | Chak 25 Choki Bhagat | 200 | Paid | 19,109 | 19,109 | 28,000 |  |  |  |  |  |  |  |  |  |  |  |  | 28,000 |  |  |  |  |  |  |  | "
adjusted,219,"Invalid freight -> 0 used","19-Jan-2026 | TAB-782 | 445 | Talha Pf | Farat F Mangni Pull | 200 | Paid | 13,376 | 133,376 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,220,"Invalid freight -> 0 used","19-Jan-2026 | JMB-1493 | 446 | Sohail Alpa | Haveli Narain Das | 400 | Paid | 40,930 | 40,930 | 31,000 |  |  |  |  |  |  |  |  |  |  |  |  | 31,000 |  |  |  |  |  |  |  | "
adjusted,221,"Invalid freight -> 0 used","19-Jan-2026 | TAE-888 | 447 | AL Noor Pf | Qammar F Chak 34 Gojra | 400 | Paid | 40,930 | 40,930 | 37,000 |  |  |  |  |  |  |  |  |  |  |  |  | 37,000 |  |  |  |  |  |  |  | "
adjusted,222,"Invalid freight -> 0 used","19-Jan-2026 | LWC-2277 | 448 | AL Noor Pf | Fayyaz F Gojra | 400 | Paid | 34,051 | 40,930 | 36,000 |  |  |  |  |  |  |  |  |  |  |  |  | 36,000 |  |  |  |  |  |  |  | "
adjusted,223,"Invalid freight -> 0 used","19-Jan-2026 | P-7779 | 450 | Awan Pf | Sultan Sher Yar Kalar Kahar | 300 | Paid | 43,567 | 54,459 | 51,000 |  |  |  |  |  |  |  |  |  |  |  |  | 51,000 |  |  |  |  |  |  |  | "
adjusted,224,"Invalid freight -> 0 used","19-Jan-2026 | TUE-797 | 351 | Awan Pf | Moaz Abdullah F Wasnal Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,225,"Invalid freight -> 0 used","19-Jan-2026 | TKS-854 | 352 | Iman Jehlum PF | Inayat F Shah Taj Sugar Mills | 400 | Paid | 34,051 | 34,051 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,226,"Invalid freight -> 0 used","19-Jan-2026 | TAB-587 | 353 | Awan Pf | Alwi F Sodhi Jallay Wali Wadi Soon | 300 | Paid | 20,064 | 57,325 | 50,000 |  |  |  |  |  |  |  |  |  |  |  |  | 50,000 |  |  |  |  |  |  |  | "
adjusted,227,"Invalid freight -> 0 used","20-Jan-2026 | TKB-248 | 354 | Aalam Pf | Sakesar rd 6km Quaidabad | 400 | Paid | 42,995 | 42,995 | 35,000 |  |  |  |  |  |  |  |  |  |  |  |  | 35,000 |  |  |  |  |  |  |  | "
adjusted,228,"Invalid freight -> 0 used","20-Jan-2026 | LEI-5149 | 355 | R CO Layer | 75 Lokri Nr 33 Phatak | 400 | Paid | 34,396 | 24,077 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,229,"Invalid freight -> 0 used","20-Jan-2026 | LEI-7408 | 356 | AL Noor Pf | Tayyba F Phalia to 10km | 400 | Paid | 34,051 | 49,873 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,230,"Invalid freight -> 0 used","20-Jan-2026 | E-3399 | 357 | AL Noor Pf | Aslam F Phalia to Mandi Rd Mangat | 400 | Paid | 34,051 | 34,051 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,231,"Invalid freight -> 0 used","20-Jan-2026 | E-3399 | 358 | AL Noor Pf | Al Haram Phalia to 6km | 100 | Paid | 13,854 | 13,853 | 12,000 |  |  |  |  |  |  |  |  |  |  |  |  | 12,000 |  |  |  |  |  |  |  | "
adjusted,232,"Invalid freight -> 0 used","20-Jan-2026 | LEI-7408 | 359 | AL Noor Pf | Al Haram Phalia to 6km | 100 | Paid | 13,854 | 13,853 | 12,000 |  |  |  |  |  |  |  |  |  |  |  |  | 12,000 |  |  |  |  |  |  |  | "
adjusted,233,"Invalid freight -> 0 used","20-Jan-2026 | P-3501 | 360 | SP Ittefaq Pf | Musa F Phalia | 400 | Paid | 49,873 | 49,873 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,234,"Invalid freight -> 0 used","20-Jan-2026 | E-1550 | 361 | Sohail Alpa | Unit 2 Dhoori Adda Rato Kala | 200 | Paid | 22,739 | 22,739 | 22,000 |  |  |  |  |  |  |  |  |  |  |  |  | 22,000 |  |  |  |  |  |  |  | "
adjusted,235,"Invalid freight -> 0 used","20-Jan-2026 | RIR-6230 | 362 | Malik Ziaullah Pf | Bajwa F Chak 59 Nr 46 Adda | 200 | Paid | 13,376 | 13,376 | 26,000 |  |  |  |  |  |  |  |  |  |  |  |  | 26,000 |  |  |  |  |  |  |  | "
adjusted,236,"Invalid freight -> 0 used","20-Jan-2026 | RIR-6230 | 363 | Malik Ziaullah Pf | Rana  F 58 Berial 46 Adda | 200 | Paid | 15,287 | 13,376 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,237,"Invalid freight -> 0 used","20-Jan-2026 | JW-1945 | 364 | Malik Ziaullah Pf | Chak 95 nr 85 Wali Jhal | 400 | Paid | 27,596 | 30,956 | 27,000 |  |  |  |  |  |  |  |  |  |  |  |  | 27,000 |  |  |  |  |  |  |  | "
adjusted,238,"Invalid freight -> 0 used","20-Jan-2026 | LES-2233 | 365 | Malik Ziaullah Pf | Ibrahim Asgharabad 92 Mor Langar pull | 400 | Paid | 36,115 | 36,115 | 31,000 |  |  |  |  |  |  |  |  |  |  |  |  | 31,000 |  |  |  |  |  |  |  | "
adjusted,239,"Invalid freight -> 0 used","20-Jan-2026 | E-3203 | 366 | Junaid Pf | Abdul Rehman F Rakh Baloch Mandi | 400 | To Pay | 34,051 | 34,051 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,240,"Invalid freight -> 0 used","20-Jan-2026 | TKY-371 | 367 | SA Traders | AL Moeed F Chak 69 Choki Bhagat | 350 | Paid | 30,097 | 30,096 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,241,"Invalid freight -> 0 used","20-Jan-2026 | TKY-371 | 368 | Indus Cattle Feed | AL Moeed F Chak 69 Choki Bhagat | 50 | Paid |  | 5,000 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,241,"Invalid tender -> 0 used","20-Jan-2026 | TKY-371 | 368 | Indus Cattle Feed | AL Moeed F Chak 69 Choki Bhagat | 50 | Paid |  | 5,000 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,242,"Invalid freight -> 0 used","20-Jan-2026 | P-8077 | 369 | Awan Pf | Moaz Abdullah F Wasnal Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,243,"Invalid freight -> 0 used","20-Jan-2026 | TAL-697 | 370 | Awan Pf | Sultan Sher Yar Kalar Kahar | 300 | Paid | 54,459 | 54,459 | 50,000 |  |  |  |  |  |  |  |  |  |  |  |  | 50,000 |  |  |  |  |  |  |  | "
adjusted,244,"Invalid freight -> 0 used","20-Jan-2026 | XA-583 | 371 | 5 Star Pf | Dhoori | 200 | Paid | 13,376 | 22,739 | 23,000 |  |  |  |  |  |  |  |  |  |  |  |  | 23,000 |  |  |  |  |  |  |  | "
adjusted,245,"Invalid freight -> 0 used","20-Jan-2026 | SGE-7284 | 372 | Junaid Pf | Junaid F Rakh Baloch Mandi | 400 | Paid | 34,051 | 34,051 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,246,"Invalid freight -> 0 used","21-Jan-2026 | TKS-903 | 373 | Sohail Alpa | Gulla Pur Kot Momin | 400 | Paid | 35,255 | 35,255 | 28,000 |  |  |  |  |  |  |  |  |  |  |  |  | 28,000 |  |  |  |  |  |  |  | "
adjusted,247,"Invalid freight -> 0 used","21-Jan-2026 | TKR-217 | 374 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,929 | 32,000 |  |  |  |  |  |  |  |  |  |  |  |  | 32,000 |  |  |  |  |  |  |  | "
adjusted,248,"Invalid freight -> 0 used","21-Jan-2026 | MNY-7695 | 375 | AL Noor Pf | Anwar Husain Tarar Phalia to 3km | 100 | Paid | 13,854 | 13,853 | 52,000 |  |  |  |  |  |  |  |  |  |  |  |  | 52,000 |  |  |  |  |  |  |  | "
adjusted,249,"Invalid freight -> 0 used","21-Jan-2026 | MNY-7695 | 376 | AL Noor Pf | Crystal F Gojra | 400 | Paid | 49,873 | 49,873 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,250,"Invalid freight -> 0 used","21-Jan-2026 | NAA-749 | 377 | AL Noor Pf | Husain Tarar F Bekho Mor Phalia rd | 400 | Paid | 49,873 | 49,873 | 52,000 |  |  |  |  |  |  |  |  |  |  |  |  | 52,000 |  |  |  |  |  |  |  | "
adjusted,251,"Invalid freight -> 0 used","21-Jan-2026 | NAA-749 | 378 | AL Noor Pf | Anwar Husain Tarar Phalia to 3km | 100 | Paid | 13,854 | 13,853 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,252,"Invalid freight -> 0 used","21-Jan-2026 | Z-5365 | 379 | Sohail Alpa | Tarar F Purana Bhalwal Chowk Nabi | 200 | Paid | 15,765 | 15,765 | 36,000 |  |  |  |  |  |  |  |  |  |  |  |  | 36,000 |  |  |  |  |  |  |  | "
adjusted,253,"Invalid freight -> 0 used","21-Jan-2026 | Z-5365 | 380 | Sohail Alpa | Tarar F Ratoo kala Dhoori | 200 | Paid | 22,739 | 22,739 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,254,"Invalid freight -> 0 used","21-Jan-2026 | NAG-422 | 381 | Saproot Chiks | Rata Shareef Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 55,000 |  |  |  |  |  |  |  |  |  |  |  |  | 55,000 |  |  |  |  |  |  |  | "
adjusted,255,"Invalid freight -> 0 used","21-Jan-2026 | C-1386 | 382 | Saqib Khan PF | Chak 31 LHR Rd | 200 | Paid | 17,198 | 20,542 | 29,000 |  |  |  |  |  |  |  |  |  |  |  |  | 29,000 |  |  |  |  |  |  |  | "
adjusted,256,"Invalid freight -> 0 used","21-Jan-2026 | C-1386 | 383 | Saqib Khan PF | 10 Wan Meal LHR rd | 200 | Paid | 15,287 | 13,376 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,257,"Invalid freight -> 0 used","21-Jan-2026 | C-3825 | 385 | Friends P.F | Mela Village Kotmomin | 200 | Paid | 19,586 | 13,376 | 21,000 |  |  |  |  |  |  |  |  |  |  |  |  | 21,000 |  |  |  |  |  |  |  | "
adjusted,258,"Invalid freight -> 0 used","21-Jan-2026 | LES-7514 | 386 | SP Ittefaq Pf | Punjab F Phalia to 8km | 400 | Paid | 34,051 | 49,873 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,259,"Invalid freight -> 0 used","21-Jan-2026 | TTC-937 | 387 | Awan Pf | Moaz Abdullah F Wasnal Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,260,"Invalid freight -> 0 used","22-Jan-2026 | TAH-516 | 389 | Malik Ziaullah Pf | Rana  F 58 Berial 46 Adda | 400 | Paid | 24,077 | 24,077 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,261,"Invalid freight -> 0 used","22-Jan-2026 | C-8078 | 390 | Sohail Alpa | Unit 4 Chak 87 LHR Rd | 400 | Paid | 24,077 | 24,077 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,262,"Invalid freight -> 0 used","22-Jan-2026 | TAB-782 | 391 | AL Qayyum Pf | Arshad F Lakseen Pull Jallah Makhdoom | 400 | Paid | 24,077 | 24,077 | 28,000 |  |  |  |  |  |  |  |  |  |  |  |  | 28,000 |  |  |  |  |  |  |  | "
adjusted,263,"Invalid freight -> 0 used","22-Jan-2026 | P-3495 | 392 | Malik Ziaullah Pf | Roshan F Chak 13 Ajnala | 400 | Paid | 24,077 | 30,956 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,264,"Invalid freight -> 0 used","22-Jan-2026 | Z-6156 | 393 | Malik Ziaullah Pf | Roshan F Chak 13 Ajnala | 200 | Paid | 20,542 | 15,669 | 27,000 |  |  |  |  |  |  |  |  |  |  |  |  | 27,000 |  |  |  |  |  |  |  | "
adjusted,265,"Invalid freight -> 0 used","22-Jan-2026 | Z-6156 | 394 | SP Mubashar Pf | Roshan F Chak 13 Ajnala | 200 | Paid | 20,542 | 15,669 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,266,"Invalid freight -> 0 used","22-Jan-2026 | LXT-6965 | 395 | SP Mubashar Pf | Kot Ameer Nr 92 Mor | 400 | Paid | 36,115 | 36,115 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,267,"Invalid freight -> 0 used","22-Jan-2026 | LZB-4104 | 396 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,929 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,268,"Invalid freight -> 0 used","22-Jan-2026 | LZB-4104 | 397 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,929 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,269,"Invalid freight -> 0 used","22-Jan-2026 | P-7145 | 398 | AL Noor Pf | Javed F Bikhi Shareef | 400 | Paid | 34,051 | 34,051 | 44,000 |  |  |  |  |  |  |  |  |  |  |  |  | 44,000 |  |  |  |  |  |  |  | "
adjusted,270,"Invalid freight -> 0 used","22-Jan-2026 | TAD-716 | 399 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,929 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,271,"Invalid freight -> 0 used","22-Jan-2026 | TAD-716 | 400 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,929 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,272,"Invalid freight -> 0 used","22-Jan-2026 | TXP-129 | 301 | Rai Zahoor Pf | Makkah f Adhe Kot chowk Grout | 200 | Paid | 13,376 | 23,886 | 28,000 |  |  |  |  |  |  |  |  |  |  |  |  | 28,000 |  |  |  |  |  |  |  | "
adjusted,273,"Invalid freight -> 0 used","22-Jan-2026 | LEI-968 | 302 | Junaid Pf | Junaid F Wasu Rd Chak Basawa | 200 | Paid | 18,917 | 18,917 | 45,000 |  |  |  |  |  |  |  |  |  |  |  |  | 45,000 |  |  |  |  |  |  |  | "
adjusted,274,"Invalid freight -> 0 used","22-Jan-2026 | LEI-968 | 303 | AL Noor Pf | Ghulam Rasool Head Faqiryan 10km | 200 | Paid | 16,051 | 22,739 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,275,"Invalid freight -> 0 used","22-Jan-2026 | TKJ-265 | 304 | Awan Pf | Moaz Abdullah F Wasnal Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,276,"Invalid freight -> 0 used","22-Jan-2026 | TAE-888 | 305 | Aalam Pf | White Rd Mitha Tiwana | 200 | Paid | 23,886 | 23,886 | 26,000 |  |  |  |  |  |  |  |  |  |  |  |  | 26,000 |  |  |  |  |  |  |  | "
adjusted,277,"Invalid freight -> 0 used","22-Jan-2026 | C-1465 | 306 | Awan Pf | Sibghatullah Kalar Kahar | 380 | Paid | 62,083 | 68,791 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,278,"Invalid freight -> 0 used","23-Jan-2026 | LEI-8085 | 307 | Sohail Alpa | Rao F Chak 71 Choki Bhagat | 400 | Paid | 27,517 | 34,396 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,279,"Invalid freight -> 0 used","23-Jan-2026 | K-9741 | 308 | Malik Ziaullah Pf | Rana  F 58 Berial 46 Adda | 400 | Paid | 24,077 | 24,077 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,280,"Invalid freight -> 0 used","23-Jan-2026 | LRC-5655 | 309 | Aalam Pf | Sakesar rd 6km Quaidabad | 400 | Paid | 42,995 | 42,995 | 35,000 |  |  |  |  |  |  |  |  |  |  |  |  | 35,000 |  |  |  |  |  |  |  | "
adjusted,281,"Invalid freight -> 0 used","23-Jan-2026 | KBI-2161 | 310 | Ahmad Khan Pf | AL Harmain F Chak 119 Silanwali | 200 | Paid | 15,287 | 17,198 | 21,500 |  |  |  |  |  |  |  |  |  |  |  |  | 21,500 |  |  |  |  |  |  |  | "
adjusted,282,"Invalid freight -> 0 used","23-Jan-2026 | TKH-235 | 311 | SP Rana Quaidabad Pf | Noor Pur 4KM Quaidabad | 200 | Paid | 23,886 | 23,886 | 25,000 |  |  |  |  |  |  |  |  |  |  |  |  | 25,000 |  |  |  |  |  |  |  | "
adjusted,283,"Invalid freight -> 0 used","23-Jan-2026 | P-3501 | 312 | AL Noor Pf | Musa F Phalia | 400 | Paid | 49,873 | 49,873 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,284,"Invalid freight -> 0 used","23-Jan-2026 | JW-1945 | 313 | Malik Ziaullah Pf | Chak 95 nr 85 Wali Jhal | 400 | Paid | 27,517 | 30,956 | 27,000 |  |  |  |  |  |  |  |  |  |  |  |  | 27,000 |  |  |  |  |  |  |  | "
adjusted,285,"Invalid freight -> 0 used","23-Jan-2026 | TAL-697 | 314 | Awan Pf | Moaz Abdullah F Wasnal Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,286,"Invalid freight -> 0 used","23-Jan-2026 | JMB-1493 | 315 | Malik Ziaullah Pf | Ibrahim Asgharabad 92 Mor Langar pull | 400 | Paid | 36,115 | 36,115 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,287,"Invalid freight -> 0 used","23-Jan-2026 | GAI-126 | 316 | AR Foods | Ali Pur Noon Bhalwa | 400 | Paid | 24,077 | 28,377 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,288,"Invalid freight -> 0 used","23-Jan-2026 | E-6170 | 317 | Awan Pf | Sultan Sher Yar Kalar Kahar | 300 | Paid | 54,459 | 49,013 | 50,000 |  |  |  |  |  |  |  |  |  |  |  |  | 50,000 |  |  |  |  |  |  |  | "
adjusted,289,"Invalid freight -> 0 used","23-Jan-2026 | EA-8569 | 318 | Malik Ziaullah Pf | M.Z F Chohal Pull | 400 | Paid | 36,115 | 36,115 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,290,"Invalid freight -> 0 used","23-Jan-2026 | MII-1561 | 319 | Junaid Pf | Inayat F Shah Taj Sugar Mills | 200 | Paid | 18,917 | 18,917 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,291,"Invalid freight -> 0 used","23-Jan-2026 | KBI-2161 | 320 | MS Pf | Chak 17 Bhalwal | 200 | Paid | 20,542 | 20,542 | 20,000 |  |  |  |  |  |  |  |  |  |  |  |  | 20,000 |  |  |  |  |  |  |  | "
